Date,Price,Open,High,Low,Vol.,Change %
05/29/2018,56.5,56.5,56.5,56.5,,-0.88%
05/28/2018,57,57.5,58,57,0.30K,-0.87%
05/25/2018,57.5,57.5,57.5,57.5,0.01K,0.88%
05/24/2018,57,58,58,57,0.10K,-2.56%
05/23/2018,58.5,58.5,58.5,58.5,0.18K,-0.85%
05/22/2018,59,58.5,59,58.5,,0.00%
05/18/2018,59,58.5,59,58.5,0.02K,1.72%
05/17/2018,58,58,58,58,,0.00%
05/16/2018,58,58,58,58,,0.87%
05/15/2018,57.5,57.5,57.5,57.5,,0.00%
05/14/2018,57.5,57.5,57.5,57.5,,-0.86%
05/11/2018,58,58,58,58,,0.00%
05/10/2018,58,57.5,58,57.5,0.02K,1.75%
05/09/2018,57,56,57.5,56,0.00K,3.64%
05/08/2018,55,54.5,55,54.5,0.14K,0.92%
05/07/2018,54.5,54.5,54.5,54.5,,0.93%
05/04/2018,54,54,54,54,,0.00%
05/03/2018,54,54,54,53.5,,1.89%
05/02/2018,53,53,53,53,,0.95%
04/30/2018,52.5,52.5,52.5,52.5,,-0.94%
04/27/2018,53,53,53,53,,1.92%
04/26/2018,52,52,52,52,,0.00%
04/25/2018,52,53.5,53.5,52,0.03K,-3.70%
04/24/2018,54,54,54,54,0.00K,0.00%
04/23/2018,54,54,54,54,,0.93%
04/20/2018,53.5,53.5,53.5,53.5,,0.94%
04/19/2018,53,53,53,53,,0.95%
04/18/2018,52.5,52.5,52.5,52.5,,0.96%
04/17/2018,52,52,52,52,,0.00%
04/16/2018,52,52.5,52.5,52,0.20K,0.00%
04/13/2018,52,52,52,52,,0.00%
04/12/2018,52,52,52,52,,0.00%
04/11/2018,52,52,52,52,,-0.95%
04/10/2018,52.5,52.5,52.5,52.5,0.02K,0.00%
04/09/2018,52.5,52.5,52.5,52.5,,0.96%
04/06/2018,52,52,52,52,,1.96%
04/05/2018,51,51,51,51,,0.00%
04/04/2018,51,51,51,51,,0.00%
04/03/2018,51,51.5,51.5,51,1.60K,0.00%
03/29/2018,51,51,51,51,,2.00%
03/28/2018,50,50.5,50.5,50,0.20K,-2.91%
03/27/2018,51.5,50.5,51.5,50.5,0.20K,1.98%
03/26/2018,50.5,50.5,50.5,50.5,,-0.98%
03/23/2018,51,50.5,51,50.5,,-0.97%
03/22/2018,51.5,52.5,52.5,51.5,0.00K,-2.83%
03/21/2018,53,53,53,53,,0.95%
03/20/2018,52.5,52.5,52.5,52.5,,-0.94%
03/19/2018,53,53,53,53,,-0.93%
03/16/2018,53.5,53,53.5,53,0.60K,0.94%
03/15/2018,53,52.5,53,52.5,,0.00%
03/14/2018,53,52.5,53,52.5,,-0.93%
03/13/2018,53.5,53.5,53.5,53.5,0.03K,0.00%
03/12/2018,53.5,53,53.5,53,0.20K,0.94%
03/09/2018,53,53,53,53,0.00K,1.92%
03/08/2018,52,52,52,52,,0.00%
03/07/2018,52,52,52,52,0.00K,0.00%
03/06/2018,52,52,52,52,,0.00%
03/05/2018,52,51.5,52,51,0.20K,0.00%
03/02/2018,52,52,52,51.5,0.00K,-3.70%
03/01/2018,54,54,54,54,,-0.92%
02/28/2018,54.5,54.5,54.5,54.5,,-0.91%
02/27/2018,55,55,55,55,,-0.90%
02/26/2018,55.5,55.5,55.5,55.5,,0.00%
02/23/2018,55.5,55.5,55.5,55.5,,0.91%
02/22/2018,55,55,55,55,,-1.79%
02/21/2018,56,56,56,56,,0.00%
02/20/2018,56,55.5,56,55.5,,-0.88%
02/19/2018,56.5,55.5,56.5,55.5,0.10K,2.73%
02/16/2018,55,55,55,55,,0.00%
02/15/2018,55,54.5,55,54.5,,1.85%
02/14/2018,54,54,54,54,,0.00%
02/13/2018,54,54,54,54,,0.00%
02/12/2018,54,54,54,54,,0.00%
02/09/2018,54,54.5,54.5,54,,-1.82%
02/08/2018,55,55.5,55.5,55,0.02K,-1.79%
02/07/2018,56,56,56,56,,0.90%
02/06/2018,55.5,53.5,55.5,53.5,,-1.77%
02/05/2018,56.5,56.5,56.5,55.5,,-1.74%
02/02/2018,57.5,58,58,57.5,0.30K,-3.36%
02/01/2018,59.5,59.5,59.5,59.5,,-4.03%
01/31/2018,62,61.5,62,61.5,0.05K,3.33%
01/30/2018,60,60,60,60,,-2.44%
01/29/2018,61.5,61,61.5,61,,1.65%
01/26/2018,60.5,60.5,60.5,60.5,,-0.82%
01/25/2018,61,61,61,61,,-2.40%
01/24/2018,62.5,62.5,62.5,62.5,0.04K,0.00%
01/23/2018,62.5,62.5,62.5,62.5,,1.63%
01/22/2018,61.5,61.5,61.5,61.5,,0.00%
01/19/2018,61.5,61.5,61.5,61.5,,0.82%
01/18/2018,61,61,61,61,0.35K,0.00%
01/17/2018,61,61,61,61,0.16K,-0.81%
01/16/2018,61.5,61.5,61.5,61,0.12K,-0.81%
01/15/2018,62,61,62,61,0.30K,5.98%
01/12/2018,58.5,60.5,60.5,58.5,,-2.50%
01/11/2018,60,60,60,60,0.03K,-0.83%
01/10/2018,60.5,60.5,60.5,60.5,,-0.82%
01/09/2018,61,60.5,61,60.5,0.20K,1.67%
01/08/2018,60,60,60,60,,0.00%
01/05/2018,60,59.5,60.5,59.5,0.04K,0.84%
01/04/2018,59.5,58.5,59.5,58.5,0.20K,2.59%
01/03/2018,58,58,58.5,58,0.35K,0.00%
01/02/2018,58,57.5,58,57.5,,0.31%
12/29/2017,57.82,57.97,57.97,57.79,,-1.06%
12/28/2017,58.44,58.56,59.16,58.44,0.01K,-0.05%
12/27/2017,58.47,58.29,59.19,58.29,0.00K,0.45%
12/22/2017,58.21,58.21,58.21,58.21,,0.00%
12/21/2017,58.21,58.16,58.21,58.16,,-1.52%
12/20/2017,59.11,59.11,59.11,59.11,,0.03%
12/19/2017,59.09,59.16,59.58,59.09,,0.14%
12/18/2017,59.01,57.79,59.17,57.79,,2.18%
12/15/2017,57.75,57.67,58.46,57.67,0.00K,-0.24%
12/14/2017,57.89,57.69,57.89,57.69,,0.24%
12/13/2017,57.75,57.82,57.87,57.75,0.04K,0.19%
12/12/2017,57.64,58.06,58.06,57.64,,-0.95%
12/11/2017,58.19,57.87,58.19,57.87,,1.89%
12/08/2017,57.11,56.74,57.11,56.74,,0.51%
12/07/2017,56.82,56.23,56.82,56.23,0.05K,1.41%
12/06/2017,56.03,56.3,56.3,55.93,,-0.44%
12/05/2017,56.28,56.45,56.45,56.28,,-0.71%
12/04/2017,56.68,56.38,56.96,56.38,,0.60%
12/01/2017,56.34,56.01,56.34,56.01,,-1.02%
11/30/2017,56.92,56.92,56.92,56.92,,-0.47%
11/29/2017,57.19,57.77,57.77,57.19,,0.46%
11/28/2017,56.93,56.25,56.93,56.25,,0.85%
11/27/2017,56.45,56.45,56.45,56.45,,-0.44%
11/24/2017,56.7,56.53,56.7,56.53,,1.20%
11/23/2017,56.03,56.03,56.03,56.03,,-1.27%
11/22/2017,56.75,56.75,56.75,56.75,,-0.19%
11/21/2017,56.86,57,57.7,56.8,0.02K,-0.30%
11/20/2017,57.03,57.02,57.03,56.6,,0.09%
11/17/2017,56.98,57.47,58.33,56.98,0.06K,-0.89%
11/16/2017,57.49,57.12,57.49,57.12,,1.55%
11/15/2017,56.61,57.52,57.52,56.61,0.06K,-1.39%
11/14/2017,57.41,58.09,58.12,57.32,0.05K,-1.41%
11/13/2017,58.23,58.04,58.23,57.69,0.01K,-0.17%
11/10/2017,58.33,58.91,58.91,58.33,,-1.64%
11/09/2017,59.3,61.19,61.19,58.68,0.39K,-3.22%
11/08/2017,61.27,61.17,61.34,61.04,0.04K,0.36%
11/07/2017,61.05,61.76,61.76,61.04,,-0.78%
11/06/2017,61.53,61.64,61.64,61.47,0.03K,0.07%
11/03/2017,61.49,62.01,62.01,61.49,,-0.73%
11/02/2017,61.94,61.94,61.94,61.94,,1.87%
11/01/2017,60.8,60.8,60.8,60.8,0.11K,1.67%
10/30/2017,59.8,59.8,59.8,59.8,0.07K,0.83%
10/27/2017,59.31,58.51,59.31,58.51,0.03K,3.78%
10/26/2017,57.15,57.15,57.15,57.15,,-0.68%
10/25/2017,57.54,57.54,57.54,57.54,,-0.43%
10/24/2017,57.79,57.79,57.79,57.79,,-0.05%
10/23/2017,57.82,57.82,57.82,57.82,,0.28%
10/20/2017,57.66,58.26,58.26,57.66,,-1.42%
10/19/2017,58.49,58.86,58.86,58.49,0.20K,-0.43%
10/18/2017,58.74,58.73,58.86,58.67,,-0.27%
10/17/2017,58.9,59.08,59.26,58.9,0.07K,-0.37%
10/16/2017,59.12,59.5,59.5,59.12,,-0.86%
10/13/2017,59.63,59.31,59.63,59.31,,0.07%
10/12/2017,59.59,59.38,59.59,59.35,,0.42%
10/11/2017,59.34,59.45,59.45,59.34,,-0.29%
10/10/2017,59.51,59.65,59.65,59.13,,-0.28%
10/09/2017,59.68,59.35,59.68,59.35,,0.56%
10/06/2017,59.35,59.31,59.35,59.28,,0.32%
10/05/2017,59.16,60.05,60.05,59.16,,-0.82%
10/04/2017,59.65,59.65,59.65,59.65,,0.22%
10/02/2017,59.52,59.43,59.52,59.43,,0.86%
09/29/2017,59.01,58.59,59.01,58.59,,0.56%
09/28/2017,58.68,58.54,58.81,58.54,,0.05%
09/27/2017,58.65,57.84,58.91,57.84,,0.83%
09/26/2017,58.17,57.89,58.21,57.67,,0.54%
09/25/2017,57.86,57.64,58.01,57.64,,-0.07%
09/22/2017,57.9,58.17,58.17,57.9,,-0.79%
09/21/2017,58.36,57.54,58.38,57.54,,1.51%
09/20/2017,57.49,57.57,57.57,57.49,,-0.19%
09/19/2017,57.6,57.99,58.37,57.55,0.07K,-0.98%
09/18/2017,58.17,57.72,58.44,57.72,,0.38%
09/15/2017,57.95,58.12,58.13,57.95,,-0.38%
09/14/2017,58.17,57.89,58.22,57.89,,0.26%
09/13/2017,58.02,57.34,58.97,57.34,0.00K,1.13%
09/12/2017,57.37,57.05,57.37,57.05,,0.35%
09/11/2017,57.17,55.93,57.17,55.93,0.10K,2.69%
09/08/2017,55.67,56.03,56.03,55.66,0.20K,-0.52%
09/07/2017,55.96,56.13,56.13,55.96,0.09K,1.08%
09/06/2017,55.36,55.36,55.36,55.36,,-1.05%
09/05/2017,55.95,55.21,55.95,55.21,,1.80%
09/04/2017,54.96,54.96,54.96,54.96,,-0.25%
09/01/2017,55.1,54.49,55.13,54.49,,0.80%
08/31/2017,54.66,54.24,54.8,54.24,,0.72%
08/30/2017,54.27,53.95,54.34,53.95,,-0.22%
08/29/2017,54.39,54.39,54.39,54.39,,-1.11%
08/28/2017,55,55.01,55.09,54.84,,-0.27%
08/25/2017,55.15,55.41,55.42,55.14,,-0.49%
08/24/2017,55.42,55.66,55.66,55.42,,-0.48%
08/23/2017,55.69,56.05,56.05,55.69,,-0.11%
08/22/2017,55.75,55.14,55.75,55.14,,1.18%
08/21/2017,55.1,55.24,55.24,55.09,0.02K,-0.22%
08/18/2017,55.22,54.94,55.22,54.94,,-0.04%
08/17/2017,55.24,56.04,56.04,55.24,,-0.83%
08/16/2017,55.7,54.89,56.01,54.89,,2.05%
08/15/2017,54.58,54.96,54.96,54.58,,-0.53%
08/14/2017,54.87,54.41,55,54.41,0.36K,1.20%
08/11/2017,54.22,54.27,54.27,54.22,0.20K,0.02%
08/10/2017,54.21,54.81,55,54.17,0.20K,-1.47%
08/09/2017,55.02,55.58,55.58,55.02,,-0.88%
08/08/2017,55.51,55.21,55.51,55.12,,0.69%
08/07/2017,55.13,55.36,55.53,55.01,0.05K,-0.38%
08/04/2017,55.34,55.83,55.83,55.34,,-1.34%
08/03/2017,56.09,57.59,57.59,56.08,,-2.77%
08/02/2017,57.69,57.69,57.69,57.69,,0.05%
08/01/2017,57.66,56.95,57.66,56.95,,1.25%
07/31/2017,56.95,57.45,57.45,56.95,,-0.73%
07/28/2017,57.37,57.47,57.72,57.32,,0.00%
07/27/2017,57.37,58.21,58.21,57.37,,-1.81%
07/26/2017,58.43,58.19,58.43,58.19,,0.27%
07/25/2017,58.27,57.59,58.27,57.59,,0.69%
07/24/2017,57.87,57.54,57.87,57.54,,0.28%
07/21/2017,57.71,58.61,58.61,57.57,0.05K,-1.59%
07/20/2017,58.64,57.87,59.17,57.87,,1.30%
07/19/2017,57.89,58.54,58.54,57.89,,-1.23%
07/18/2017,58.61,59.06,59.06,58.05,,-1.92%
07/17/2017,59.76,59.76,59.76,59.76,,0.12%
07/14/2017,59.69,59.8,59.98,59.69,,-0.20%
07/13/2017,59.81,60.94,60.94,59.78,,-2.35%
07/12/2017,61.25,59.83,61.25,59.83,0.02K,2.15%
07/11/2017,59.96,60.08,60.45,59.96,,-0.42%
07/10/2017,60.21,59.98,60.21,59.98,0.02K,0.35%
07/07/2017,60,59.8,60,59.63,,0.54%
07/06/2017,59.68,60.55,60.55,59.68,0.13K,-1.78%
07/05/2017,60.76,60.47,60.76,60.47,,-0.05%
07/04/2017,60.79,60.94,60.94,60.79,,-0.28%
07/03/2017,60.96,59.73,61.09,59.73,,1.40%
06/30/2017,60.12,59.83,60.51,59.83,,1.01%
06/29/2017,59.52,61.14,61.84,59.52,,-3.08%
06/28/2017,61.41,61.12,61.41,61.12,0.02K,-0.84%
06/27/2017,61.93,62.48,62.48,61.93,,-1.17%
06/26/2017,62.66,61.91,62.74,61.91,0.00K,1.16%
06/23/2017,61.94,62.13,62.13,61.72,,-0.40%
06/22/2017,62.19,61.76,62.19,61.76,,0.68%
06/21/2017,61.77,62.11,62.11,61.59,,-0.52%
06/20/2017,62.09,62.78,63.15,62.09,0.08K,-0.51%
06/19/2017,62.41,62.41,62.41,62.41,,1.58%
06/16/2017,61.44,62.74,62.74,61.44,,-2.32%
06/15/2017,62.9,62.9,62.9,62.9,,-0.36%
06/14/2017,63.13,63.13,63.13,63.13,,0.19%
06/13/2017,63.01,62.66,63.01,62.66,,-2.36%
06/12/2017,64.53,64.53,64.53,64.53,,0.45%
06/09/2017,64.24,64.24,64.24,64.24,,1.13%
06/08/2017,63.52,62.98,63.52,62.98,,0.52%
06/07/2017,63.19,63.28,63.28,63.19,,-1.68%
06/06/2017,64.27,64.27,64.27,64.27,,0.17%
06/02/2017,64.16,62.95,64.16,62.95,0.04K,2.13%
06/01/2017,62.82,63.05,63.05,62.82,,-0.71%
05/31/2017,63.27,62.73,63.27,62.73,,0.99%
05/30/2017,62.65,62.83,62.83,62.56,,0.03%
05/29/2017,62.63,62.56,62.63,62.56,,0.38%
05/26/2017,62.39,62.51,62.58,62.39,,-0.67%
05/25/2017,62.81,63.16,63.26,62.81,,-0.17%
05/24/2017,62.92,62.95,62.95,62.92,,0.02%
05/23/2017,62.91,62.8,62.91,62.8,,-0.02%
05/22/2017,62.92,63.6,63.6,62.92,,-0.13%
05/19/2017,63,63.7,63.7,63,,-0.69%
05/18/2017,63.44,64.17,64.17,63.44,,-1.73%
05/17/2017,64.56,64.82,64.82,64.32,,0.03%
05/16/2017,64.54,64.54,64.54,64.54,,0.02%
05/15/2017,64.53,64.52,64.59,64.46,,0.33%
05/12/2017,64.32,64.86,64.86,64.14,,-0.83%
05/11/2017,64.86,64.77,65.04,64.77,,-0.14%
05/10/2017,64.95,65.33,66.14,64.95,0.02K,-0.60%
05/09/2017,65.34,64.74,65.34,64.74,,-0.26%
05/08/2017,65.51,65.51,65.51,65.51,,-0.03%
05/05/2017,65.53,65.67,65.67,65.53,0.10K,0.34%
05/04/2017,65.31,65.73,65.73,64.96,,-0.90%
05/03/2017,65.9,65.76,65.9,65.14,,0.35%
05/02/2017,65.67,65.31,65.67,65.31,,0.21%
04/28/2017,65.53,65.53,65.53,65.53,,-0.80%
04/27/2017,66.06,66.11,66.11,66.06,,0.30%
04/26/2017,65.86,65.86,65.86,65.86,,0.43%
04/25/2017,65.58,65.58,65.58,65.58,,2.01%
04/24/2017,64.29,64.29,64.29,64.29,,3.13%
04/21/2017,62.34,62.53,62.54,62.31,,-0.13%
04/20/2017,62.42,61.79,62.43,61.79,,0.64%
04/19/2017,62.02,61.94,62.02,61.94,,-0.27%
04/18/2017,62.19,62.8,62.9,62.19,,-1.10%
04/13/2017,62.88,63.18,63.18,62.77,,-0.76%
04/12/2017,63.36,63.41,63.76,63.36,,0.41%
04/11/2017,63.1,63.1,63.1,63.1,,-0.22%
04/10/2017,63.24,63.72,63.72,63.24,,-0.16%
04/07/2017,63.34,63.7,63.7,63.34,,-0.53%
04/06/2017,63.68,63.41,63.77,63.1,,-0.03%
04/05/2017,63.7,63.9,64.54,63.64,0.04K,-0.25%
04/04/2017,63.86,63.33,63.86,63.33,,0.27%
04/03/2017,63.69,63.92,63.92,63.66,,-1.18%
03/31/2017,64.45,63.13,64.45,63.13,0.10K,2.91%
03/30/2017,62.63,62.43,62.63,62.43,,0.29%
03/29/2017,62.45,62.11,62.96,62.11,,0.61%
03/28/2017,62.07,60.98,62.07,60.98,0.07K,1.80%
03/27/2017,60.97,61.4,61.4,60.58,,-1.12%
03/24/2017,61.66,61.71,61.81,61.14,,0.03%
03/23/2017,61.64,60.55,61.64,60.55,0.50K,1.23%
03/22/2017,60.89,60.89,60.89,60.89,,-0.02%
03/21/2017,60.9,62.03,62.16,60.9,0.20K,-1.07%
03/20/2017,61.56,61.56,61.56,61.56,,-0.06%
03/17/2017,61.6,61.54,61.73,61.54,,-0.52%
03/16/2017,61.92,61.59,62.8,61.59,0.00K,-0.45%
03/15/2017,62.2,62.2,62.2,62.2,0.00K,1.70%
03/13/2017,61.16,61.16,61.16,61.16,,0.02%
03/10/2017,61.15,62.49,62.49,61.15,0.02K,-0.55%
03/09/2017,61.49,61.49,61.49,61.49,,0.08%
03/08/2017,61.44,61.44,61.44,61.44,,-1.68%
03/07/2017,62.49,61.59,62.49,61.59,0.07K,1.35%
03/06/2017,61.66,61.66,61.66,61.66,,-0.18%
03/03/2017,61.77,61.77,61.77,61.77,,-0.45%
03/02/2017,62.05,62.83,62.83,61.99,,-0.66%
03/01/2017,62.46,60.94,62.46,60.94,,2.73%
02/28/2017,60.8,60.65,60.94,60.65,,0.13%
02/27/2017,60.72,60.42,60.72,60.42,0.04K,0.63%
02/24/2017,60.34,61.24,61.24,60.34,,-2.09%
02/23/2017,61.63,61.41,61.63,61.41,,-0.55%
02/22/2017,61.97,62.03,62.25,61.31,0.00K,-0.08%
02/21/2017,62.02,60.3,62.02,60.3,,2.78%
02/20/2017,60.34,59.85,60.4,59.85,,0.72%
02/17/2017,59.91,60.37,61.28,59.76,0.35K,-0.78%
02/16/2017,60.38,60.53,60.53,60.38,,0.05%
02/15/2017,60.35,60.98,61.14,60.35,0.20K,-0.38%
02/14/2017,60.58,60.17,60.58,60.17,,0.61%
02/13/2017,60.21,59.38,60.21,59.38,,1.40%
02/10/2017,59.38,59.72,59.72,59.38,,-0.32%
02/09/2017,59.57,59.28,59.62,59.28,,0.44%
02/08/2017,59.31,59.31,59.31,59.31,,0.37%
02/07/2017,59.09,58.16,59.09,58.16,,1.42%
02/06/2017,58.26,58.69,58.69,58.26,,-0.90%
02/03/2017,58.79,59.01,59.33,58.72,,-0.63%
02/02/2017,59.16,60.79,60.79,59.16,,-0.55%
01/27/2017,59.49,59.4,59.49,59.4,,0.13%
01/26/2017,59.41,59.44,59.47,59.41,,1.09%
01/25/2017,58.77,58.77,58.77,58.77,,1.01%
01/24/2017,58.18,58.18,58.18,58.12,,0.28%
01/23/2017,58.02,57.31,58.02,57.31,,-0.34%
01/20/2017,58.22,58.32,58.32,57.73,0.01K,0.81%
01/19/2017,57.75,58.29,58.29,57.75,,-0.31%
01/18/2017,57.93,57.83,57.93,57.78,,0.17%
01/17/2017,57.83,57.67,57.83,57.38,,0.40%
01/16/2017,57.6,57.6,57.6,57.6,,0.03%
01/13/2017,57.58,57.52,57.58,57.52,,-1.17%
01/12/2017,58.26,57.92,58.26,57.92,0.08K,-0.14%
01/11/2017,58.34,57.64,58.34,57.64,,-0.21%
01/10/2017,58.46,57.48,58.66,57.48,,1.41%
01/09/2017,57.65,57.54,57.66,57.54,,0.05%
01/06/2017,57.62,57.05,57.62,56.75,,0.82%
01/05/2017,57.15,57.42,57.42,56.82,,0.02%
01/04/2017,57.14,57.4,57.4,57.14,,-0.94%
01/03/2017,57.68,58.71,58.71,57.68,,-1.65%
01/02/2017,58.65,58.01,58.65,58.01,1.00K,2.05%
12/30/2016,57.47,57.47,57.47,57.47,,-0.40%
12/29/2016,57.7,57.59,57.7,57.51,,0.44%
12/28/2016,57.45,57.47,57.67,57.45,,-0.42%
12/27/2016,57.69,57.2,57.69,57.2,0.06K,0.79%
12/23/2016,57.24,57.24,57.24,57.24,,0.77%
12/22/2016,56.8,56.8,56.8,56.8,,-0.42%
12/21/2016,57.04,56.48,57.04,56.48,,0.30%
12/20/2016,56.87,57.1,57.1,56.87,,-0.30%
12/19/2016,57.04,57.34,57.38,57.04,0.02K,-0.58%
12/16/2016,57.37,57.77,57.97,57.37,0.00K,-0.40%
12/15/2016,57.6,57.62,57.64,57.19,,-0.23%
12/14/2016,57.73,57.54,57.87,57.54,,-0.10%
12/13/2016,57.79,57.42,57.79,57.42,0.40K,0.89%
12/12/2016,57.28,56.92,57.28,56.8,0.01K,0.79%
12/09/2016,56.83,56.75,57.12,56.62,0.06K,0.57%
12/08/2016,56.51,55.66,56.55,55.66,,2.21%
12/07/2016,55.29,54.24,55.29,54.24,0.30K,1.95%
12/06/2016,54.23,54.09,54.34,53.79,0.04K,0.28%
12/05/2016,54.08,52.36,54.08,52.36,,3.34%
12/02/2016,52.33,52.33,52.33,52.33,,-0.76%
12/01/2016,52.73,52.73,52.73,52.73,,-0.23%
11/30/2016,52.85,52.85,52.85,52.85,,0.15%
11/29/2016,52.77,52.53,52.77,52.36,0.10K,0.06%
11/28/2016,52.74,53.14,53.14,52.74,,-1.33%
11/25/2016,53.45,53.45,53.45,53.45,,-0.24%
11/24/2016,53.58,53.58,53.58,53.58,,0.98%
11/23/2016,53.06,53.73,53.73,53.06,,-0.69%
11/22/2016,53.43,53.65,53.65,53.43,,-0.26%
11/21/2016,53.57,53.03,53.57,53.03,,0.89%
11/18/2016,53.1,53.25,53.25,53.1,,-0.64%
11/17/2016,53.44,53.57,53.57,52.93,,-0.45%
11/16/2016,53.68,53.87,54.11,53.58,,-0.41%
11/15/2016,53.9,54.12,54.46,53.68,,0.43%
11/14/2016,53.67,53.67,53.67,53.67,,-0.04%
11/11/2016,53.69,53.87,53.9,53.69,,-2.17%
11/10/2016,54.88,52.07,55,52.07,0.50K,5.64%
11/09/2016,51.95,48.95,51.95,48.95,0.10K,1.45%
11/08/2016,51.21,51.09,51.93,50.78,0.30K,0.16%
11/07/2016,51.13,50.15,51.15,50.15,,2.28%
11/04/2016,49.99,50.17,50.17,49.99,,-0.85%
11/03/2016,50.42,50.15,50.42,50.15,,-0.26%
11/02/2016,50.55,50.62,50.62,50.55,,0.28%
11/01/2016,50.41,51.34,51.34,50.41,0.10K,-1.83%
10/31/2016,51.35,51.49,51.49,51.25,,0.27%
10/28/2016,51.21,51.74,51.74,51.21,,-1.02%
10/27/2016,51.74,52.85,52.85,51.46,,-1.90%
10/26/2016,52.74,52.98,52.98,52.61,,-0.40%
10/25/2016,52.95,53.16,53.24,52.95,,-0.23%
10/24/2016,53.07,52.88,53.5,52.88,0.10K,0.49%
10/21/2016,52.81,52.66,52.92,52.66,0.30K,0.67%
10/20/2016,52.46,52.33,52.46,52.33,,0.29%
10/19/2016,52.31,52.23,52.31,52.23,,-0.15%
10/18/2016,52.39,51.91,52.39,51.91,,0.73%
10/17/2016,52.01,52.29,52.29,52.01,,-0.29%
10/14/2016,52.16,51.32,52.16,51.32,,1.32%
10/13/2016,51.48,51.6,51.6,51.35,0.35K,-0.37%
10/12/2016,51.67,52.11,52.11,51.67,,-0.62%
10/11/2016,51.99,52.41,52.68,51.99,,-1.14%
10/10/2016,52.59,52.01,52.59,52.01,,1.35%
10/07/2016,51.89,52.38,52.38,51.89,,-1.35%
10/06/2016,52.6,52.33,52.78,52.33,0.09K,0.57%
10/05/2016,52.3,52.34,52.34,52.3,,0.23%
10/04/2016,52.18,51.76,52.18,51.76,,0.52%
09/30/2016,51.91,50.25,51.91,50.25,,2.37%
09/29/2016,50.71,51.69,51.69,50.71,0.42K,-1.97%
09/28/2016,51.73,51.46,52.12,51.46,,1.25%
09/27/2016,51.09,51.65,51.65,51.09,,-0.97%
09/26/2016,51.59,52.7,52.7,51.59,,-2.01%
09/23/2016,52.65,53.55,53.55,52.65,0.10K,-0.62%
09/22/2016,52.98,51.56,53.23,51.56,,3.01%
09/21/2016,51.43,52.13,52.13,51.43,,-0.98%
09/20/2016,51.94,51.94,51.94,51.94,,0.87%
09/19/2016,51.49,51.49,51.49,51.49,,-1.70%
09/16/2016,52.38,52.38,52.38,52.38,,0.10%
09/15/2016,52.33,50.97,52.33,50.97,,2.57%
09/14/2016,51.02,51.09,51.09,51.02,,1.03%
09/13/2016,50.5,51.58,51.58,50.5,0.01K,-2.17%
09/12/2016,51.62,50.91,51.62,50.91,,-1.21%
09/09/2016,52.25,52.73,52.73,52.25,0.06K,-2.65%
09/08/2016,53.67,53.67,53.67,53.67,,0.22%
09/07/2016,53.55,52.7,53.55,52.7,,-0.56%
09/06/2016,53.85,53.85,53.85,53.85,,-0.09%
09/05/2016,53.9,53.9,53.9,53.9,,0.06%
09/02/2016,53.87,53.3,53.88,53.12,,0.58%
09/01/2016,53.56,53.35,53.56,53.35,,0.68%
08/31/2016,53.2,53.85,53.85,53.2,,-1.35%
08/30/2016,53.93,53.5,53.93,53.5,,0.99%
08/29/2016,53.4,53.4,53.4,53.4,,-0.09%
08/26/2016,53.45,53.23,53.45,53.23,,0.32%
08/25/2016,53.28,53.28,53.28,53.28,,-0.63%
08/24/2016,53.62,52.7,53.93,52.7,,1.02%
08/23/2016,53.08,53.05,53.08,53.05,,-0.45%
08/22/2016,53.32,52.93,53.32,52.93,,1.12%
08/19/2016,52.73,52.73,52.73,52.73,,0.27%
08/18/2016,52.59,52.51,52.59,52.51,,-0.59%
08/17/2016,52.9,52.9,52.9,52.9,,0.74%
08/16/2016,52.51,52.51,52.51,52.51,,-1.54%
08/15/2016,53.33,53.2,53.33,53.2,,-0.17%
08/12/2016,53.42,53.33,53.42,53.33,0.10K,0.98%
08/11/2016,52.9,52.51,52.9,52.51,0.16K,1.05%
08/10/2016,52.35,52.38,52.38,52.35,,1.34%
08/09/2016,51.66,51.24,51.66,51.24,,0.04%
08/08/2016,51.64,50.97,51.64,50.97,0.10K,1.79%
08/05/2016,50.73,50.22,50.73,49.73,0.20K,1.10%
08/04/2016,50.18,49.1,50.41,49.1,0.16K,3.44%
08/03/2016,48.51,47.79,48.51,47.73,0.06K,1.87%
08/02/2016,47.62,48.28,48.28,47.62,,-1.16%
08/01/2016,48.18,48.58,48.58,48.18,,-0.19%
07/29/2016,48.27,48.41,48.94,48.12,0.16K,0.73%
07/28/2016,47.92,47.92,47.92,47.92,,0.21%
07/27/2016,47.82,47.87,47.87,47.82,,0.44%
07/26/2016,47.61,47.32,47.64,47.32,,0.55%
07/25/2016,47.35,47.06,47.35,47.06,,0.45%
07/22/2016,47.14,47.17,47.17,47.14,,-0.11%
07/21/2016,47.19,47.37,47.37,47.19,,0.96%
07/20/2016,46.74,46.74,46.74,46.74,,1.10%
07/19/2016,46.23,46.4,46.4,46.23,,-1.32%
07/18/2016,46.85,46.85,46.85,46.85,,0.32%
07/15/2016,46.7,46.53,46.7,46.53,,0.47%
07/14/2016,46.48,46.83,46.83,46.48,,0.50%
07/13/2016,46.25,46.35,46.35,46.25,,-0.09%
07/12/2016,46.29,45.71,46.33,45.71,,0.89%
07/11/2016,45.88,44.54,45.88,44.54,,4.56%
07/08/2016,43.88,43.59,43.88,43.59,,0.41%
